USA1_alt,Specimen.I,Species,Complex,Year,Lat,Lon,Color,T2T3Red
1252,562409,melanopygus,Pacific,1974,41.265,-121.803056,1,0
1252,562409,melanopygus,Pacific,1974,41.265,-121.803056,1,0
1252,562409,melanopygus,Pacific,1974,41.265,-121.803056,1,0
1252,562409,melanopygus,Pacific,1974,41.265,-121.803056,1,0
1252,562409,melanopygus,Pacific,1974,41.265,-121.803056,1,0
1138,9516,melanopygus,Pacific,1974,41.270278,-121.944444,1,0
1751,BMEC_ENT 00006955,melanopygus,Pacific,1949,41.28333,-122.66666,1,0
1237,9515,melanopygus,Pacific,1974,41.283889,-121.840833,1,0
1237,9515,melanopygus,Pacific,1974,41.283889,-121.840833,1,0
1237,9515,melanopygus,Pacific,1974,41.283889,-121.840833,1,0
1237,9515,melanopygus,Pacific,1974,41.283889,-121.840833,1,0
1237,9515,melanopygus,Pacific,1974,41.283889,-121.840833,1,0
1237,9515,melanopygus,Pacific,1974,41.283889,-121.840833,1,0
1237,9515,melanopygus,Pacific,1974,41.283889,-121.840833,1,0
1120,562394,melanopygus,Pacific,1958,41.296944,-122.049444,1,0
1091,562418,melanopygus,Pacific,1960,41.309722,-122.310556,1,0
1976,Bmel B074,melanopygus,,2015,41.34678,-122.24143,1,0
1976,Bmel B074,melanopygus,,2015,41.34678,-122.24143,1,0
1235,562395,melanopygus,Pacific,1958,41.348056,-121.979722,1,0
1235,562395,melanopygus,Pacific,1958,41.348056,-121.979722,1,0
1235,562395,melanopygus,Pacific,1958,41.348056,-121.979722,1,0
1235,562395,melanopygus,Pacific,1958,41.348056,-121.979722,1,0
1235,562395,melanopygus,Pacific,1958,41.348056,-121.979722,1,0
1235,562395,melanopygus,Pacific,1958,41.348056,-121.979722,1,0
1235,562395,melanopygus,Pacific,1958,41.348056,-121.979722,1,0
1235,562395,melanopygus,Pacific,1958,41.348056,-121.979722,1,0
1235,562395,melanopygus,Pacific,1958,41.348056,-121.979722,1,0
1235,562395,melanopygus,Pacific,1958,41.348056,-121.979722,1,0
1731,562416,melanopygus,Pacific,1974,41.355278,-122.275,1,0
1731,562416,melanopygus,Pacific,1974,41.355278,-122.275,1,0
1401,562415,melanopygus,Pacific,1974,41.355278,-121.713333,1,0
834,BMEC_ENT 00006158,melanopygus,Pacific,1967,41.526378,-123.864212,1,0
853,ENT.709663,melanopygus,Pacific,1976,41.551635,-122.361311,1,0
1322,AMNH_BEE 00121337,melanopygus,Pacific,1965,41.581999,-121.347697,1,0
890,AMNH_BEE 00122023,melanopygus,Pacific,1964,41.69213,-123.37833,1,0
890,AMNH_BEE 00122023,melanopygus,Pacific,1964,41.69213,-123.37833,1,0
890,AMNH_BEE 00122023,melanopygus,Pacific,1964,41.69213,-123.37833,1,0
890,AMNH_BEE 00122023,melanopygus,Pacific,1964,41.69213,-123.37833,1,0
890,AMNH_BEE 00122023,melanopygus,Pacific,1964,41.69213,-123.37833,1,0
890,AMNH_BEE 00122023,melanopygus,Pacific,1964,41.69213,-123.37833,1,0
890,AMNH_BEE 00122023,melanopygus,Pacific,1964,41.69213,-123.37833,1,0
890,AMNH_BEE 00122023,melanopygus,Pacific,1964,41.69213,-123.37833,1,0
773,AMNH_BEE 00122037,melanopygus,Pacific,1964,41.7283,-122.5267,1,0
24,Bmel B064,melanopygus,Pacific,2015,41.769369,-124.155144,1,0
98,OTM 038,melanopygus,Pacific,2016,41.797,-124.083,1,0
98,OTM 038,melanopygus,Pacific,2016,41.797,-124.083,1,0
98,OTM 038,melanopygus,Pacific,2016,41.797,-124.083,1,0
98,OTM 038,melanopygus,Pacific,2016,41.797,-124.083,1,0
98,Bmel B051,melanopygus,,2015,41.797607,-124.081845,1,0
1301,AMNH_BEE 00121327,melanopygus,Pacific,1964,41.82694,-122.00417,1,0
1301,AMNH_BEE 00121327,melanopygus,Pacific,1964,41.82694,-122.00417,1,0
1301,AMNH_BEE 00121327,melanopygus,Pacific,1964,41.82694,-122.00417,1,0
1301,AMNH_BEE 00121327,melanopygus,Pacific,1964,41.82694,-122.00417,1,0
1301,AMNH_BEE 00121327,melanopygus,Pacific,1964,41.82694,-122.00417,1,0
1301,AMNH_BEE 00121327,melanopygus,Pacific,1964,41.82694,-122.00417,1,0
1301,AMNH_BEE 00121327,melanopygus,Pacific,1964,41.82694,-122.00417,1,0
1301,AMNH_BEE 00121327,melanopygus,Pacific,1964,41.82694,-122.00417,1,0
1301,AMNH_BEE 00121327,melanopygus,Pacific,1964,41.82694,-122.00417,1,0
1301,AMNH_BEE 00121327,melanopygus,Pacific,1964,41.82694,-122.00417,1,0
1301,AMNH_BEE 00121327,melanopygus,Pacific,1964,41.82694,-122.00417,1,0
1301,AMNH_BEE 00121327,melanopygus,Pacific,1964,41.82694,-122.00417,1,0
1301,AMNH_BEE 00121327,melanopygus,Pacific,1964,41.82694,-122.00417,1,0
1301,AMNH_BEE 00121327,melanopygus,Pacific,1964,41.82694,-122.00417,1,0
1301,AMNH_BEE 00121327,melanopygus,Pacific,1964,41.82694,-122.00417,1,0
900,AMNH_BEE 00122039,melanopygus,Pacific,1967,41.97,-122.2,1,0
1008,AMNH_BEE 00122038,melanopygus,Pacific,1963,42.02,-122.109,1,0
1008,AMNH_BEE 00122038,melanopygus,Pacific,1963,42.02,-122.109,1,0
1008,AMNH_BEE 00122038,melanopygus,Pacific,1963,42.02,-122.109,1,0
737,BMEC_ENT 00006159,melanopygus,Pacific,1967,42.05,-123.14,1,0
44,OS0000908880,melanopygus,Pacific,1967,42.053,-124.284,1,0
44,OS0000908880,melanopygus,Pacific,1967,42.053,-124.284,1,0
44,OS0000908880,melanopygus,Pacific,1967,42.053,-124.284,1,0
44,OS0000908880,melanopygus,Pacific,1967,42.053,-124.284,1,0
44,OS0000908880,melanopygus,Pacific,1967,42.053,-124.284,1,0
44,OS0000908880,melanopygus,Pacific,1967,42.053,-124.284,1,0
44,OS0000908880,melanopygus,Pacific,1967,42.053,-124.284,1,0
44,OS0000908880,melanopygus,Pacific,1967,42.053,-124.284,1,0
20,OTM 043,melanopygus,,2016,42.065,-124.303,1,0
20,OTM 043,melanopygus,,2016,42.065,-124.303,1,0
20,OTM 043,melanopygus,,2016,42.065,-124.303,1,0
1262,Bmel B027,melanopygus,,2014,42.07358611,-122.6048889,1,0
1262,Bmel B027,melanopygus,,2014,42.07358611,-122.6048889,1,0
2159,Bmel B020,melanopygus,,2016,42.08,-122.72,1,0
1400,OTM 022,melanopygus,Pacific,2016,42.084,-122.651,1,0
1400,OTM 022,melanopygus,Pacific,2016,42.084,-122.651,1,0
1400,OTM 022,melanopygus,Pacific,2016,42.084,-122.651,1,0
1400,OTM 022,melanopygus,Pacific,2016,42.084,-122.651,1,0
1400,OTM 022,melanopygus,Pacific,2016,42.084,-122.651,1,0
1400,OTM 022,melanopygus,Pacific,2016,42.084,-122.651,1,0
1400,OTM 022,melanopygus,Pacific,2016,42.084,-122.651,1,0
1400,OTM 022,melanopygus,Pacific,2016,42.084,-122.651,1,0
1400,OTM 022,melanopygus,Pacific,2016,42.084,-122.651,1,0
1400,OTM 022,melanopygus,Pacific,2016,42.084,-122.651,1,0
1400,OTM 022,melanopygus,Pacific,2016,42.084,-122.651,1,0
1400,OTM 022,melanopygus,Pacific,2016,42.084,-122.651,1,0
1400,OTM 022,melanopygus,Pacific,2016,42.084,-122.651,1,0
1400,OTM 022,melanopygus,Pacific,2016,42.084,-122.651,1,0
421,AMNH_BEE 00121340,melanopygus,Pacific,1964,42.09666,-123.68277,1,0
421,AMNH_BEE 00121340,melanopygus,Pacific,1964,42.09666,-123.68277,1,0
421,AMNH_BEE 00121340,melanopygus,Pacific,1964,42.09666,-123.68277,1,0
56,Bmel B059,melanopygus,,2014,42.10419167,-124.3457361,1,0
56,Bmel B055,melanopygus,,2013,42.10433056,-124.3465667,1,0
56,Bmel B055,melanopygus,,2013,42.10433056,-124.3465667,1,0
56,Bmel B055,melanopygus,,2013,42.10433056,-124.3465667,1,0
56,Bmel B071,melanopygus,,2014,42.10439722,-124.34695,1,0
56,Bmel B070,melanopygus,Pacific,2014,42.10459722,-124.3467667,1,0
56,Bmel B030,melanopygus,,2014,42.10630556,-124.3464917,1,0
56,Bmel B001 Genomic Voucher,melanopygus,Pacific,2013,42.10651111,-124.3466306,1,0
56,Bmel B001 Genomic Voucher,melanopygus,Pacific,2013,42.10651111,-124.3466306,1,0
56,Bmel B001 Genomic Voucher,melanopygus,Pacific,2013,42.10651111,-124.3466306,1,0
56,Bmel B001 Genomic Voucher,melanopygus,Pacific,2013,42.10651111,-124.3466306,1,0
56,Bmel B001 Genomic Voucher,melanopygus,Pacific,2013,42.10651111,-124.3466306,1,0
56,Bmel B001 Genomic Voucher,melanopygus,Pacific,2013,42.10651111,-124.3466306,1,0
56,Bmel B001 Genomic Voucher,melanopygus,Pacific,2013,42.10651111,-124.3466306,1,0
56,Bmel B001 Genomic Voucher,melanopygus,Pacific,2013,42.10651111,-124.3466306,1,0
56,Bmel B001 Genomic Voucher,melanopygus,Pacific,2013,42.10651111,-124.3466306,1,0
56,Bmel B001 Genomic Voucher,melanopygus,Pacific,2013,42.10651111,-124.3466306,1,0
56,Bmel B001 Genomic Voucher,melanopygus,Pacific,2013,42.10651111,-124.3466306,1,0
56,Bmel B001 Genomic Voucher,melanopygus,Pacific,2013,42.10651111,-124.3466306,1,0
56,Bmel B001 Genomic Voucher,melanopygus,Pacific,2013,42.10651111,-124.3466306,1,0
555,AMNH_BEE 00121341,melanopygus,Pacific,1964,42.246,-122.748,1,0
555,AMNH_BEE 00121341,melanopygus,Pacific,1964,42.246,-122.748,1,0
555,AMNH_BEE 00121341,melanopygus,Pacific,1964,42.246,-122.748,1,0
555,AMNH_BEE 00121341,melanopygus,Pacific,1964,42.246,-122.748,1,0
1504,AMNH_BEE 00121334,melanopygus,Pacific,1964,42.27,-122.1759,1,0
1504,AMNH_BEE 00121334,melanopygus,Pacific,1964,42.27,-122.1759,1,0
1504,AMNH_BEE 00121334,melanopygus,Pacific,1964,42.27,-122.1759,1,0
672,BMEC_ENT 00006944,melanopygus,Pacific,1952,42.27805,-122.93583,1,0
672,BMEC_ENT 00006944,melanopygus,Pacific,1952,42.27805,-122.93583,1,0
672,BMEC_ENT 00006944,melanopygus,Pacific,1952,42.27805,-122.93583,1,0
672,BMEC_ENT 00006944,melanopygus,Pacific,1952,42.27805,-122.93583,1,0
672,BMEC_ENT 00006944,melanopygus,Pacific,1952,42.27805,-122.93583,1,0
1117,OTA-036,melanopygus,Pacific,2016,42.31694444,-122.4902778,1,0
1117,OTA-036,melanopygus,Pacific,2016,42.31694444,-122.4902778,1,0
1117,OTA-036,melanopygus,Pacific,2016,42.31694444,-122.4902778,1,0
1117,OTA-036,melanopygus,Pacific,2016,42.31694444,-122.4902778,1,0
1117,OTA-036,melanopygus,Pacific,2016,42.31694444,-122.4902778,1,0
89,Beme 012 voucher genomic,melanopygus,Pacific,2014,42.32882778,-124.4265417,1,0
89,Beme 012 voucher genomic,melanopygus,Pacific,2014,42.32882778,-124.4265417,1,0
89,Bmel B036,melanopygus,Pacific,2013,42.3289,-124.4258611,1,0
89,Bmel B036,melanopygus,Pacific,2013,42.3289,-124.4258611,1,0
89,Bmel B036,melanopygus,Pacific,2013,42.3289,-124.4258611,1,0
89,Bmel B036,melanopygus,Pacific,2013,42.3289,-124.4258611,1,0
89,Bmel B036,melanopygus,Pacific,2013,42.3289,-124.4258611,1,0
89,Bmel B036,melanopygus,Pacific,2013,42.3289,-124.4258611,1,0
1294,AMNH_BEE 00122035,melanopygus,Pacific,1965,42.3652,-122.00258,1,0
1294,AMNH_BEE 00122035,melanopygus,Pacific,1965,42.3652,-122.00258,1,0
1294,AMNH_BEE 00122035,melanopygus,Pacific,1965,42.3652,-122.00258,1,0
1294,AMNH_BEE 00122035,melanopygus,Pacific,1965,42.3652,-122.00258,1,0
1297,AMNH_BEE 00121339,melanopygus,Pacific,1947,42.477,-122.088,1,0
1523,AMNH_BEE 00121342,melanopygus,Pacific,1967,42.503,-122.1,1,0
434,AMNH_BEE 00122016,melanopygus,Pacific,1969,42.61068,-122.8125,1,0
434,AMNH_BEE 00122016,melanopygus,Pacific,1969,42.61068,-122.8125,1,0
434,AMNH_BEE 00122016,melanopygus,Pacific,1969,42.61068,-122.8125,1,0
403,B OTM050,melanopygus,,2016,42.679,-124.436,1,0
403,B OTM050,melanopygus,,2016,42.679,-124.436,1,0
403,B OTM050,melanopygus,,2016,42.679,-124.436,1,0
403,B OTM050,melanopygus,,2016,42.679,-124.436,1,0
403,B OTM050,melanopygus,,2016,42.679,-124.436,1,0
403,B OTM050,melanopygus,,2016,42.679,-124.436,1,0
403,B OTM050,melanopygus,,2016,42.679,-124.436,1,0
1273,BMEC_ENT 00006939,melanopygus,Pacific,1952,42.70444,-121.99583,1,0
26,562621,melanopygus,Pacific,1963,42.794167,-124.488611,1,0
419,OTM 031,melanopygus,Pacific,2016,42.98,-123.75,1,0
419,OTM 031,melanopygus,Pacific,2016,42.98,-123.75,1,0
419,OTM 031,melanopygus,Pacific,2016,42.98,-123.75,1,0
419,OTM 031,melanopygus,Pacific,2016,42.98,-123.75,1,0
419,OTM 031,melanopygus,Pacific,2016,42.98,-123.75,1,0
419,OTM 031,melanopygus,Pacific,2016,42.98,-123.75,1,0
419,OTM 031,melanopygus,Pacific,2016,42.98,-123.75,1,0
139,Bmel B022,melanopygus,,2016,43.209836,-124.31046,1,0
139,Bmel B022,melanopygus,,2016,43.209836,-124.31046,1,0
139,Bmel B022,melanopygus,,2016,43.209836,-124.31046,1,0
111,BBSL428874,melanopygus,Pacific,2001,43.49828,-123.48988,1,0
52,562620,melanopygus,Pacific,1975,43.846944,-124.147222,1,0
52,562620,melanopygus,Pacific,1975,43.846944,-124.147222,1,0
6,Bme 004 voucher gen,melanopygus,Pacific,2014,43.95611667,-124.1374444,1,0
6,Bme 004 voucher gen,melanopygus,Pacific,2014,43.95611667,-124.1374444,1,0
6,Bme 004 voucher gen,melanopygus,Pacific,2014,43.95611667,-124.1374444,1,0
6,Bme 004 voucher gen,melanopygus,Pacific,2014,43.95611667,-124.1374444,1,0
6,Bme 004 voucher gen,melanopygus,Pacific,2014,43.95611667,-124.1374444,1,0
6,Bme 004 voucher gen,melanopygus,Pacific,2014,43.95611667,-124.1374444,1,0
6,Bme 004 voucher gen,melanopygus,Pacific,2014,43.95611667,-124.1374444,1,0
6,Bme 015 voucher genomic,melanopygus,Pacific,2014,43.95638333,-124.1371056,1,0
6,Bme 015 voucher genomic,melanopygus,Pacific,2014,43.95638333,-124.1371056,1,0
6,Bme 015 voucher genomic,melanopygus,Pacific,2014,43.95638333,-124.1371056,1,0
6,Bme 015 voucher genomic,melanopygus,Pacific,2014,43.95638333,-124.1371056,1,0
6,Bme 015 voucher genomic,melanopygus,Pacific,2014,43.95638333,-124.1371056,1,0
6,Bme 015 voucher genomic,melanopygus,Pacific,2014,43.95638333,-124.1371056,1,0
6,Bme 015 voucher genomic,melanopygus,Pacific,2014,43.95638333,-124.1371056,1,0
6,Bme 015 voucher genomic,melanopygus,Pacific,2014,43.95638333,-124.1371056,1,0
6,Bme 015 voucher genomic,melanopygus,Pacific,2014,43.95638333,-124.1371056,1,0
6,Bme 015 voucher genomic,melanopygus,Pacific,2014,43.95638333,-124.1371056,1,0
6,Bme 015 voucher genomic,melanopygus,Pacific,2014,43.95638333,-124.1371056,1,0
6,Bme 015 voucher genomic,melanopygus,Pacific,2014,43.95638333,-124.1371056,1,0
6,Bme 015 voucher genomic,melanopygus,Pacific,2014,43.95638333,-124.1371056,1,0
6,Bme 015 voucher genomic,melanopygus,Pacific,2014,43.95638333,-124.1371056,1,0
6,Bme 015 voucher genomic,melanopygus,Pacific,2014,43.95638333,-124.1371056,1,0
6,Bmel B034 Queen,melanopygus,Pacific,2015,43.956923,-124.141151,1,0
6,Bmel B034 Queen,melanopygus,Pacific,2015,43.956923,-124.141151,1,0
6,Bmel B034 Queen,melanopygus,Pacific,2015,43.956923,-124.141151,1,0
6,Bmel B034 Queen,melanopygus,Pacific,2015,43.956923,-124.141151,1,0
24,Bmel B032,melanopygus,,2014,44.05181389,-124.1095361,1,0
24,Bmel B032,melanopygus,,2014,44.05181389,-124.1095361,1,0
24,Bmel B032,melanopygus,,2014,44.05181389,-124.1095361,1,0
24,Bmel B032,melanopygus,,2014,44.05181389,-124.1095361,1,0
24,Bmel B032,melanopygus,,2014,44.05181389,-124.1095361,1,0
24,Bmel B032,melanopygus,,2014,44.05181389,-124.1095361,1,0
24,Bmel B032,melanopygus,,2014,44.05181389,-124.1095361,1,0
24,Bmel B032,melanopygus,,2014,44.05181389,-124.1095361,1,0
24,Bmel B032,melanopygus,,2014,44.05181389,-124.1095361,1,0
24,Bmel B032,melanopygus,,2014,44.05181389,-124.1095361,1,0
133,Bmel R Int 03,melanopygus,,2016,42.687131,-124.437234,2,1
6,Bmel R103,melanopygus,Rocky,2014,43.95564444,-124.1387944,2,1
6,Bmel R103,melanopygus,Rocky,2014,43.95564444,-124.1387944,2,1
6,Bmel R103,melanopygus,Rocky,2014,43.95564444,-124.1387944,2,1
,Cape Perpetua (?),melanopygus,,2016,44.281,-124.109,2,1
1969,Bmel Rint 01 (OTM004),melanopygus,,2016,42.081689,-122.706948,2,1
56,OTM 048,melanopygus,,2016,42.101114,-124.343564,2,1
48,Bmel R122_Bmm 013 genome,melanopygus,Rocky,2014,43.66252778,-124.1988528,2,1
43,Bmel R006 voucher genomic,melanopygus,Rocky,2013,43.6741,-124.1676194,2,1
43,Bmel R006 voucher genomic,melanopygus,Rocky,2013,43.6741,-124.1676194,2,1
43,Bmel R006 voucher genomic,melanopygus,Rocky,2013,43.6741,-124.1676194,2,1
67,Bmel R001 Genomic Voucher,melanopygus,Rocky,2013,42.46483889,-124.3487806,2,1
51,Bmm 035 voucher genomic,melanopygus,Rocky,2014,43.95654444,-124.1168472,2,1
8,Bmel R007 Voucher Genomic,melanopygus,Rocky,2013,43.81216667,-124.1589972,2,1
8,Bmel R007 Voucher Genomic,melanopygus,Rocky,2013,43.81216667,-124.1589972,2,1
25,Bmel R041,melanopygus,,2015,43.797869,-124.147915,2,1
1658,OTF020,melanopygus,Rocky,,42.44777778,-120.3091667,2,1
31,Bmel R015,melanopygus,Rocky,2014,44.04355833,-124.0991028,2,1
31,Bmel R015,melanopygus,Rocky,2014,44.04355833,-124.0991028,2,1
31,Bmel R015,melanopygus,Rocky,2014,44.04355833,-124.0991028,2,1
1441,OS0000908830,melanopygus,Rocky,1954,41.4,-121.8,2,1
71,BMEC_ENT 00007832,melanopygus,Rocky,1968,41.52667,-124.03722,2,1
223,BMEC_ENT 00007833,melanopygus,Rocky,1968,41.57,-124.04,2,1
189,BMEC_ENT 00007834,melanopygus,Rocky,1968,41.63093,-124.11329,2,1
189,BMEC_ENT 00007834,melanopygus,Rocky,1968,41.63093,-124.11329,2,1
189,BMEC_ENT 00007834,melanopygus,Rocky,1968,41.63093,-124.11329,2,1
1177,BMEC_ENT 00007802,melanopygus,Rocky,1968,41.99,-122.76,2,1
962,AMNH_BEE 00122062,melanopygus,Rocky,1964,42.03778,-123.0197,2,1
962,AMNH_BEE 00122062,melanopygus,Rocky,1964,42.03778,-123.0197,2,1
2159,BMEC_ENT 00007796,melanopygus,Rocky,1968,42.0833,-122.72376,2,1
2159,BMEC_ENT 00007796,melanopygus,Rocky,1968,42.0833,-122.72376,2,1
2159,BMEC_ENT 00007796,melanopygus,Rocky,1968,42.0833,-122.72376,2,1
1181,AMNH_BEE 00121282,melanopygus,Rocky,1964,42.09,-123.04,2,1
993,BMEC_ENT 00007831,melanopygus,Rocky,1968,42.10438,-123.23529,2,1
56,Bmel R084,melanopygus,,2014,42.10655556,-124.3464944,2,1
1540,BBSL227325,melanopygus,Rocky,1995,42.1238,-123.3302,2,1
413,ENT.711115,melanopygus,Rocky,1963,42.16306,-123.64694,2,1
493,OS0000908747,melanopygus,Rocky,1936,42.25,-122.79,2,1
493,OS0000908747,melanopygus,Rocky,1936,42.25,-122.79,2,1
412,BMEC_ENT 00007781,melanopygus,Rocky,1951,42.25746,-123.16884,2,1
1290,AMNH_BEE 00054268,melanopygus,Rocky,1954,42.26667,-121.87722,2,1
435,AMNH_BEE 00058109,melanopygus,Rocky,1964,42.279,-123.683,2,1
89,Bmel R016 voucher,melanopygus,,2014,42.32860833,-124.4280056,2,1
1523,BMEC_ENT 00007830,melanopygus,Rocky,1951,42.37889,-122.21111,2,1
1523,BMEC_ENT 00007830,melanopygus,Rocky,1951,42.37889,-122.21111,2,1
17,OS0000908801,melanopygus,Rocky,1925,42.41,-124.42,2,1
1366,OS0000908788,melanopygus,Rocky,1935,42.41,-122.4,2,1
75,BMEC_ENT 00006629,melanopygus,Rocky,1967,42.4239,-124.41335,2,1
75,BMEC_ENT 00006629,melanopygus,Rocky,1967,42.4239,-124.41335,2,1
75,BMEC_ENT 00006629,melanopygus,Rocky,1967,42.4239,-124.41335,2,1
1094,AMNH_BEE 00122066,melanopygus,Rocky,1964,42.472,-122.546,2,1
534,AMNH_BEE 00122061,melanopygus,Rocky,1964,42.7954,-123.2603,2,1
478,OS0000908753,melanopygus,Rocky,1936,42.869,-123.281,2,1
478,OS0000908753,melanopygus,Rocky,1936,42.869,-123.281,2,1
572,AMNH_BEE 00121279,melanopygus,Rocky,1964,43.033,-123.024,2,1
1583,BBSL762632,melanopygus,Rocky,2009,43.13683,-122.14285,2,1
1583,BBSL762632,melanopygus,Rocky,2009,43.13683,-122.14285,2,1
1622,OS0000908694,melanopygus,Rocky,1955,43.18,-122.15,2,1
1622,OS0000908694,melanopygus,Rocky,1955,43.18,-122.15,2,1
1622,OS0000908694,melanopygus,Rocky,1955,43.18,-122.15,2,1
1622,OS0000908694,melanopygus,Rocky,1955,43.18,-122.15,2,1
1622,OS0000908694,melanopygus,Rocky,1955,43.18,-122.15,2,1
1622,OS0000908694,melanopygus,Rocky,1955,43.18,-122.15,2,1
1622,ENT.711111,melanopygus,Rocky,1955,43.180361,-122.145765,2,1
1622,ENT.711111,melanopygus,Rocky,1955,43.180361,-122.145765,2,1
1622,ENT.711111,melanopygus,Rocky,1955,43.180361,-122.145765,2,1
1622,ENT.711111,melanopygus,Rocky,1955,43.180361,-122.145765,2,1
161,AMNH_BEE 00121313,melanopygus,Rocky,1964,43.28833,-123.43895,2,1
161,AMNH_BEE 00121313,melanopygus,Rocky,1964,43.28833,-123.43895,2,1
161,AMNH_BEE 00121313,melanopygus,Rocky,1964,43.28833,-123.43895,2,1
161,AMNH_BEE 00121313,melanopygus,Rocky,1964,43.28833,-123.43895,2,1
161,AMNH_BEE 00121313,melanopygus,Rocky,1964,43.28833,-123.43895,2,1
161,AMNH_BEE 00121313,melanopygus,Rocky,1964,43.28833,-123.43895,2,1
161,AMNH_BEE 00121313,melanopygus,Rocky,1964,43.28833,-123.43895,2,1
161,AMNH_BEE 00121313,melanopygus,Rocky,1964,43.28833,-123.43895,2,1
161,AMNH_BEE 00121313,melanopygus,Rocky,1964,43.28833,-123.43895,2,1
1323,AMNH_BEE 00121257,melanopygus,Rocky,1964,43.3125,-122.14166,2,1
1341,BBSL762579,melanopygus,Rocky,2009,43.3194,-122.18837,2,1
1515,BMEC_ENT 00007789,melanopygus,Rocky,1952,43.49916,-121.98444,2,1
178,OS0000908740,melanopygus,Rocky,1938,43.56,-123.56,2,1
117,Bmel R107,melanopygus,,2013,43.65821111,-124.1886111,2,1
117,Bmel R107,melanopygus,,2013,43.65821111,-124.1886111,2,1
117,Bmel R107,melanopygus,,2013,43.65821111,-124.1886111,2,1
117,Bmel R107,melanopygus,,2013,43.65821111,-124.1886111,2,1
117,Bmel R107,melanopygus,,2013,43.65821111,-124.1886111,2,1
117,Bmel R107,melanopygus,,2013,43.65821111,-124.1886111,2,1
117,Bmel R107,melanopygus,,2013,43.65821111,-124.1886111,2,1
100,AMNH_BEE 00121322,melanopygus,Rocky,1964,43.797,-123.883,2,1
10,AMNH_BEE 00121324,melanopygus,Rocky,1968,43.88,-124.15,2,1
1711,BMEC_ENT 00007843,melanopygus,Rocky,1953,44.04,-121.58,2,1
114,OS0000908719,melanopygus,Rocky,1933,44.31,-124.1,2,1
114,OS0000908719,melanopygus,Rocky,1933,44.31,-124.1,2,1
114,OS0000908719,melanopygus,Rocky,1933,44.31,-124.1,2,1
114,OS0000908719,melanopygus,Rocky,1933,44.31,-124.1,2,1
114,OS0000908719,melanopygus,Rocky,1933,44.31,-124.1,2,1
114,OS0000908719,melanopygus,Rocky,1933,44.31,-124.1,2,1
114,OS0000908719,melanopygus,Rocky,1933,44.31,-124.1,2,1
357,AMNH_BEE 00121283,melanopygus,Rocky,1964,44.319,-123.481,2,1
